Nome,Arquivados,Retirados,Tramitando,Aguardando,Total,Partido,Ano 
NILTO TATTO,0,0,0,0,0,PT,2013
HILDO ROCHA,0,0,0,0,0,MDB,2013
VERMELHO,0,0,0,0,0,PSD,2013
NERI GELLER,0,0,0,0,0,PP,2013
DANIEL ALMEIDA,0,0,1,0,1,PCdoB,2013
ACÁCIO FAVACHO,0,0,0,0,0,PROS,2013
AIRTON FALEIRO,0,0,0,0,0,PT,2013
VINICIUS GURGEL,1,0,0,0,1,PL,2013
PR. MARCO FELICIANO,0,0,0,0,0,PODE,2013
DULCE MIRANDA,0,0,0,0,0,MDB,2013
JÚLIO CESAR,0,0,0,1,1,PSD,2013
PEDRO LUCAS FERNANDES,0,0,0,0,0,PTB,2013
JOSÉ PRIANTE,0,0,0,0,0,MDB,2013
MARGARETE COELHO,0,0,0,0,0,PP,2013
HEITOR FREIRE,0,0,0,0,0,PSL,2013
CÉLIO SILVEIRA,0,0,0,0,0,PSDB,2013
MARCELO NILO,0,0,0,0,0,PSB,2013
DOMINGOS NETO,0,0,0,0,0,PSD,2013
BETO ROSADO,0,0,0,0,0,PP,2013
LUIZ NISHIMORI,1,0,0,0,1,PL,2013
PAULO TEIXEIRA,0,0,0,1,1,PT,2013
ALINE GURGEL,0,0,0,0,0,PRB,2013
ÁTILA LINS,0,0,0,0,0,PP,2013
JOSÉ AIRTON FÉLIX CIRILO,0,0,0,0,0,PT,2013
BETO FARO,0,0,0,0,0,PT,2013
SILVIO COSTA FILHO,0,0,0,0,0,PRB,2013
SAMUEL MOREIRA,0,0,0,0,0,PSDB,2013
CAPITÃO AUGUSTO,0,0,0,0,0,PL,2013
PROFESSOR ALCIDES,0,0,0,0,0,PP,2013
EUCLYDES PETTERSEN,0,0,0,0,0,PSC,2013
JULIAN LEMOS,0,0,0,0,0,PSL,2013
BILAC PINTO,0,0,0,0,0,DEM,2013
IGOR TIMO,0,0,0,0,0,PODE,2013
AFONSO MOTTA,0,0,0,0,0,PDT,2013
JOSÉ GUIMARÃES,0,0,2,2,4,PT,2013
RUY CARNEIRO,0,0,3,0,3,PSDB,2013
JERÔNIMO GOERGEN,0,0,4,4,8,PP,2013
ARTHUR OLIVEIRA MAIA,0,0,1,0,1,DEM,2013
ROBÉRIO MONTEIRO,0,0,0,0,0,PDT,2013
LEONARDO MONTEIRO,0,0,0,0,0,PT,2013
MÁRCIO MARINHO,1,0,2,0,3,PRB,2013
NELSON PELLEGRINO,0,0,0,0,0,PT,2013
GIACOBO,0,0,0,2,2,PL,2013
VINICIUS CARVALHO,0,0,0,0,0,PRB,2013
VAVÁ MARTINS,0,0,0,0,0,PRB,2013
GIL CUTRIM,0,0,0,0,0,PDT,2013
PAULO BENGTSON,0,0,0,0,0,PTB,2013
DARCI DE MATOS,0,0,0,0,0,PSD,2013
PATRUS ANANIAS,0,0,0,0,0,PT,2013
DAGOBERTO NOGUEIRA,0,0,0,0,0,PDT,2013
JORGE SOLLA,0,0,0,0,0,PT,2013
ROBERTO ALVES,0,0,0,0,0,PRB,2013
REINHOLD STEPHANES JUNIOR,0,0,0,0,0,PSD,2013
EVANDRO ROMAN,0,0,0,0,0,PSD,2013
SHÉRIDAN,0,0,0,0,0,PSDB,2013
ELMAR NASCIMENTO,0,0,0,0,0,DEM,2013
SEVERINO PESSOA,0,0,0,0,0,PRB,2013
RUBENS OTONI,0,0,0,0,0,PT,2013
RAFAEL MOTTA,0,0,0,0,0,PSB,2013
FERNANDO MONTEIRO,0,0,0,0,0,PP,2013
FREI ANASTACIO RIBEIRO,0,0,0,0,0,PT,2013
CHRISTIANE DE SOUZA YARED,0,0,0,0,0,PL,2013
MISAEL VARELLA,0,0,0,0,0,PSD,2013
LUCAS VERGILIO,0,0,0,0,0,SOLIDARIEDADE,2013
ELI CORRÊA FILHO,0,0,2,1,3,DEM,2013
BALEIA ROSSI,0,0,0,0,0,MDB,2013
JANDIRA FEGHALI,0,0,0,0,0,PCdoB,2013
JOÃO MAIA,1,0,0,0,1,PL,2013
JOÃO MARCELO SOUZA,0,0,0,0,0,MDB,2013
GELSON AZEVEDO,0,0,0,0,0,PL,2013
TEREZA NELMA,0,0,0,0,0,PSDB,2013
VINICIUS FARAH,0,0,0,0,0,MDB,2013
ALCEU MOREIRA,0,0,1,4,5,MDB,2013
LEÔNIDAS CRISTINO,0,0,0,0,0,PDT,2013
MAURÍCIO DZIEDRICKI,0,0,0,0,0,PTB,2013
VANDERLEI MACRIS,0,0,1,0,1,PSDB,2013
EDUARDO CURY,0,0,0,0,0,PSDB,2013
RONALDO CARLETTO,0,0,0,0,0,PP,2013
ANTONIO BRITO,0,0,1,1,2,PSD,2013
ZÉ SILVA,0,0,1,4,5,SOLIDARIEDADE,2013
MARCON,1,0,1,0,2,PT,2013
JOÃO CAMPOS,0,0,0,1,1,PRB,2013
MÁRCIO LABRE,0,0,0,0,0,PSL,2013
EXPEDITO NETTO,0,0,0,0,0,PSD,2013
WILSON SANTIAGO,0,0,0,0,0,PTB,2013
MARÍLIA ARRAES,0,0,0,0,0,PT,2013
SERGIO SOUZA,0,0,1,0,1,MDB,2013
JESUS SÉRGIO,0,0,0,0,0,PDT,2013
MÁRCIO BIOLCHI,0,0,0,0,0,MDB,2013
MARA ROCHA,0,0,0,0,0,PSDB,2013
HUGO MOTTA,0,0,1,0,1,PRB,2013
ANDRÉ ABDON,0,0,0,0,0,PP,2013
ALEX MANENTE,0,0,0,0,0,CIDADANIA,2013
DARCÍSIO PERONDI,0,0,0,0,0,MDB,2013
BOHN GASS,0,0,0,0,0,PT,2013
DANIEL FREITAS,0,0,0,0,0,PSL,2013
EROS BIONDINI,0,0,0,0,0,PROS,2013
LINCOLN PORTELA,0,0,3,1,4,PL,2013
ALEX SANTANA,0,0,0,0,0,PDT,2013
AUGUSTO COUTINHO,0,0,0,0,0,SOLIDARIEDADE,2013
DOMINGOS SÁVIO,0,0,2,0,2,PSDB,2013
ANDRÉ DE PAULA,0,0,0,0,0,PSD,2013
WALTER ALVES,0,0,0,0,0,MDB,2013
CARLOS SAMPAIO,0,0,6,4,10,PSDB,2013
BACELAR,0,0,0,0,0,PODE,2013
GEOVANIA DE SÁ,0,0,0,0,0,PSDB,2013
SILVIA CRISTINA,0,0,0,0,0,PDT,2013
CLAUDIO CAJADO,0,0,0,0,0,PP,2013
MÁRIO NEGROMONTE JR.,0,0,0,0,0,PP,2013
ORLANDO SILVA,0,0,0,0,0,PCdoB,2013
GENINHO ZULIANI,0,0,0,0,0,DEM,2013
RAUL HENRY,1,0,4,0,5,MDB,2013
ROSANGELA GOMES,0,0,0,0,0,PRB,2013
NEREU CRISPIM,0,0,0,0,0,PSL,2013
MANUEL MARCOS,0,0,0,0,0,PRB,2013
CACÁ LEÃO,0,0,0,0,0,PP,2013
VITOR LIPPI,0,0,0,0,0,PSDB,2013
POMPEO DE MATTOS,0,0,0,0,0,PDT,2013
TALÍRIA PETRONE,0,0,0,0,0,PSOL,2013
MÁRIO HERINGER,1,0,0,0,1,PDT,2013
VALMIR ASSUNÇÃO,0,0,0,0,0,PT,2013
CARLOS HENRIQUE GAGUIM,0,0,0,0,0,DEM,2013
CRISTIANO VALE,0,0,0,0,0,PL,2013
ZÉ VITOR,0,0,0,0,0,PL,2013
FAUSTO PINATO,0,0,0,0,0,PP,2013
TIAGO DIMAS,0,0,0,0,0,SOLIDARIEDADE,2013
FÁBIO MITIDIERI,0,0,0,0,0,PSD,2013
ERIKA KOKAY,0,0,8,7,15,PT,2013
PEDRO UCZAI,0,0,1,1,2,PT,2013
BOCA ABERTA,0,0,0,0,0,PROS,2013
JUSCELINO FILHO,0,0,0,0,0,DEM,2013
PROFESSORA ROSA NEIDE,0,0,0,0,0,PT,2013
CAMILO CAPIBERIBE,0,0,0,0,0,PSB,2013
LEUR LOMANTO JÚNIOR,0,0,0,0,0,DEM,2013
MARCELO FREIXO,0,0,0,0,0,PSOL,2013
GUILHERME DERRITE,0,0,0,0,0,PP,2013
REGINALDO LOPES,1,0,0,0,1,PT,2013
PEDRO WESTPHALEN,0,0,0,0,0,PP,2013
JAQUELINE CASSOL,0,0,0,0,0,PP,2013
ABÍLIO SANTANA,0,0,0,0,0,PL,2013
FÁBIO HENRIQUE,0,0,0,0,0,PDT,2013
JOAQUIM PASSARINHO,0,0,0,0,0,PSD,2013
DIMAS FABIANO,0,0,7,5,12,PP,2013
MARCOS AURÉLIO SAMPAIO,0,0,0,0,0,MDB,2013
JÚLIO DELGADO,0,0,0,0,0,PSB,2013
EVAIR VIEIRA DE MELO,0,0,0,0,0,PP,2013
JHC,0,0,0,0,0,PSB,2013
PAULO ABI-ACKEL,0,0,1,1,2,PSDB,2013
JOSÉ NUNES,0,0,0,1,1,PSD,2013
PAULO FREIRE COSTA,0,0,0,0,0,PL,2013
JOSÉ ROCHA,1,0,0,0,1,PL,2013
LUCIANO DUCCI,0,0,0,0,0,PSB,2013
PAULO GUEDES,0,0,0,0,0,PT,2013
CELSO MALDANER,0,0,0,1,1,MDB,2013
NILSON PINTO,0,0,0,0,0,PSDB,2013
RUBENS BUENO,1,0,2,1,4,CIDADANIA,2013
DAVID SOARES,0,0,0,0,0,DEM,2013
DENIS BEZERRA,0,0,0,0,0,PSB,2013
RENATA ABREU,0,0,0,0,0,PODE,2013
JOSÉ RICARDO,0,0,0,0,0,PT,2013
MARLON SANTOS,0,0,0,0,0,PDT,2013
VALDEVAN NOVENTA,0,0,0,0,0,PSC,2013
AFONSO HAMM,0,0,0,0,0,PP,2013
ZECA DIRCEU,0,0,0,0,0,PT,2013
GUSTINHO RIBEIRO,0,0,0,0,0,SOLIDARIEDADE,2013
BENEDITA DA SILVA,1,0,1,1,3,PT,2013
ALICE PORTUGAL,0,0,1,0,1,PCdoB,2013
PAULO PIMENTA,1,0,0,0,1,PT,2013
GIOVANI CHERINI,0,0,5,6,11,PL,2013
ALESSANDRO MOLON,0,0,1,2,3,PSB,2013
AROLDO MARTINS,0,0,0,0,0,PRB,2013
ALIEL MACHADO,0,0,0,0,0,PSB,2013
AFONSO FLORENCE,0,0,0,0,0,PT,2013
ALEXANDRE PADILHA,0,0,0,0,0,PT,2013
DRA. VANDA MILANI,0,0,0,0,0,SOLIDARIEDADE,2013
IDILVAN ALENCAR,0,0,0,0,0,PDT,2013
JÚNIOR MANO,0,0,0,0,0,PL,2013
ODAIR CUNHA,0,0,0,0,0,PT,2013
NATÁLIA BONAVIDES,0,0,0,0,0,PT,2013
TITO,0,0,0,0,0,AVANTE,2013
CAPITÃO WAGNER,0,0,0,0,0,PROS,2013
ALINE SLEUTJES,0,0,0,0,0,PSL,2013
ÁTILA LIRA,0,0,0,0,0,PSB,2013
FELIPE FRANCISCHINI,0,0,0,0,0,PSL,2013
MARGARIDA SALOMÃO,0,0,0,0,0,PT,2013
DANRLEI DE DEUS HINTERHOLZ,0,1,0,1,2,PSD,2013
PAULO AZI,0,0,0,0,0,DEM,2013
SEBASTIÃO OLIVEIRA,0,0,0,0,0,PL,2013
ANGELA AMIN,0,0,0,0,0,PP,2013
PROFESSOR JOZIEL,0,0,0,0,0,PSL,2013
DR. JAZIEL,0,0,0,0,0,PL,2013
MARINA SANTOS,0,0,0,0,0,SOLIDARIEDADE,2013
JUNINHO DO PNEU,0,0,0,0,0,DEM,2013
FLORDELIS,0,0,0,0,0,PSD,2013
EDILÁZIO JÚNIOR,0,0,0,0,0,PSD,2013
ROBERTO PESSOA,0,0,0,0,0,PSDB,2013
PROFESSORA DAYANE PIMENTEL,0,0,0,0,0,PSL,2013
JOÃO H. CAMPOS,0,0,0,0,0,PSB,2013
FÁBIO FARIA,0,0,1,2,3,PSD,2013
ADRIANO DO BALDY,0,0,0,0,0,PP,2013
WALDENOR PEREIRA,0,0,0,0,0,PT,2013
OTONI DE PAULA,0,0,0,0,0,PSC,2013
GLAUSTIN FOKUS,0,0,0,0,0,PSC,2013
EDUARDO COSTA,0,0,0,0,0,PTB,2013
PADRE JOÃO,0,0,0,2,2,PT,2013
RICARDO IZAR,0,0,4,6,10,PP,2013
PAULÃO,1,0,0,0,1,PT,2013
CAPITÃO ALBERTO NETO,0,0,0,0,0,PRB,2013
GENECIAS NORONHA,0,0,0,0,0,SOLIDARIEDADE,2013
GUILHERME MUSSI,1,0,1,3,5,PP,2013
HENRIQUE FONTANA,0,0,3,0,3,PT,2013
DANIEL SILVEIRA,0,0,0,0,0,PSL,2013
MARCOS PEREIRA,0,0,0,0,0,PRB,2013
CLARISSA GAROTINHO,0,0,0,0,0,PROS,2013
AJ ALBUQUERQUE,0,0,0,0,0,PP,2013
WOLNEY QUEIROZ,0,0,1,0,1,PDT,2013
OTACI NASCIMENTO,0,0,0,0,0,SOLIDARIEDADE,2013
HERCULANO PASSOS,0,0,0,0,0,MDB,2013
LUCIO MOSQUINI,0,0,0,0,0,MDB,2013
ZÉ CARLOS,0,0,0,0,0,PT,2013
DANIEL COELHO,0,0,0,0,0,CIDADANIA,2013
GILBERTO NASCIMENTO,0,0,0,0,0,PSC,2013
RODRIGO DE CASTRO,0,0,0,0,0,PSDB,2013
EDNA HENRIQUE,0,0,0,0,0,PSDB,2013
ALEXANDRE SERFIOTIS,0,0,0,0,0,PSD,2013
MARCELO BRUM,0,0,0,0,0,PSL,2013
JOSEILDO RAMOS,0,0,0,0,0,PT,2013
GURGEL,1,0,0,0,1,PSL,2013
GUTEMBERG REIS,0,0,0,0,0,MDB,2013
DIEGO GARCIA,0,0,0,0,0,PODE,2013
CARLOS ZARATTINI,1,0,1,0,2,PT,2013
IRACEMA PORTELLA,0,0,1,3,4,PP,2013
HAROLDO CATHEDRAL,0,0,0,0,0,PSD,2013
JEFFERSON CAMPOS,0,0,1,0,1,PSB,2013
ALÊ SILVA,0,0,0,0,0,PSL,2013
SERGIO VIDIGAL,0,0,0,0,0,PDT,2013
MAURO LOPES,0,0,0,0,0,MDB,2013
MARIA ROSAS,0,0,0,0,0,PRB,2013
RUI FALCÃO,0,0,0,0,0,PT,2013
MAGDA MOFATTO,0,1,0,0,1,PL,2013
ALUISIO MENDES,0,0,0,0,0,PODE,2013
CARLOS JORDY,0,0,0,0,0,PSL,2013
RICARDO BARROS,0,0,0,0,0,PP,2013
GLAUBER BRAGA,0,0,1,1,2,PSOL,2013
SUBTENENTE GONZAGA,0,0,0,0,0,PDT,2013
CEZINHA DE MADUREIRA,0,0,0,0,0,PSD,2013
SANTINI,0,0,0,0,0,PTB,2013
ROGÉRIO PENINHA MENDONÇA,0,0,8,4,12,MDB,2013
PASTOR EURICO,0,0,1,0,1,PATRIOTA,2013
DANIELA DO WAGUINHO,0,0,0,0,0,MDB,2013
TABATA AMARAL,0,0,0,0,0,PDT,2013
PEDRO PAULO,0,0,0,0,0,DEM,2013
VALTENIR PEREIRA,0,0,2,2,4,MDB,2013
ALTINEU CÔRTES,0,0,0,0,0,PL,2013
FERNANDO COELHO FILHO,0,0,0,0,0,DEM,2013
JOSIMAR MARANHÃOZINHO,0,0,0,0,0,PL,2013
DA VITORIA,0,0,0,0,0,CIDADANIA,2013
CARLOS CHIODINI,0,0,0,0,0,MDB,2013
OSSESIO SILVA,0,0,0,0,0,PRB,2013
CHARLES FERNANDES,0,0,0,0,0,PSD,2013
LAFAYETTE DE ANDRADA,0,0,0,0,0,PRB,2013
RAIMUNDO COSTA,0,0,0,0,0,PL,2013
MOSES RODRIGUES,0,0,0,0,0,MDB,2013
AGUINALDO RIBEIRO,0,0,0,0,0,PP,2013
CHARLLES EVANGELISTA,0,0,0,0,0,PSL,2013
WLADIMIR GAROTINHO,0,0,0,0,0,PSD,2013
DR. LUIZ ANTONIO TEIXEIRA JR.,0,0,0,0,0,PP,2013
ARNALDO JARDIM,0,0,0,1,1,CIDADANIA,2013
SÓSTENES CAVALCANTE,0,0,0,0,0,DEM,2013
CELSO RUSSOMANNO,0,0,0,0,0,PRB,2013
SÂMIA BOMFIM,0,0,0,0,0,PSOL,2013
LEANDRE,0,0,0,0,0,PV,2013
LUISA CANZIANI,0,0,0,0,0,PTB,2013
LUIZÃO GOULART,0,0,0,0,0,PRB,2013
FERNANDA MELCHIONNA,0,0,0,0,0,PSOL,2013
HELDER SALOMÃO,0,0,0,0,0,PT,2013
REJANE DIAS,0,0,0,0,0,PT,2013
CÉLIO MOURA,0,0,0,0,0,PT,2013
MÁRCIO JERRY,0,0,0,0,0,PCdoB,2013
PEDRO AUGUSTO BEZERRA,0,0,0,0,0,PTB,2013
DELEGADO MARCELO FREITAS,0,0,0,0,0,PSL,2013
LOESTER TRUTIS,0,0,0,0,0,PSL,2013
EFRAIM FILHO,0,0,1,0,1,DEM,2013
MILTON VIEIRA,0,0,0,0,0,PRB,2013
VICENTINHO,1,0,1,0,2,PT,2013
LAERCIO OLIVEIRA,1,0,5,4,10,PP,2013
ALEXANDRE LEITE,0,0,1,1,2,DEM,2013
FILIPE BARROS,0,0,0,0,0,PSL,2013
LÍDICE DA MATA,0,0,0,2,2,PSB,2013
CARLA ZAMBELLI,0,0,0,0,0,PSL,2013
JOÃO CARLOS BACELAR,0,0,0,0,0,PL,2013
ROSE MODESTO,0,0,0,0,0,PSDB,2013
CHRISTINO AUREO,0,0,0,0,0,PP,2013
IVAN VALENTE,0,0,0,2,2,PSOL,2013
JUAREZ COSTA,0,0,0,0,0,MDB,2013
CARMEN ZANOTTO,0,0,3,0,3,CIDADANIA,2013
HUGO LEAL,0,0,2,0,2,PSD,2013
FRANCISCO JR.,0,0,0,0,0,PSD,2013
ROGÉRIO CORREIA,0,0,0,0,0,PT,2013
PAULO PEREIRA DA SILVA,0,0,0,0,0,SOLIDARIEDADE,2013
PINHEIRINHO,0,0,0,0,0,PP,2013
LUIZA ERUNDINA,0,0,2,1,3,PSOL,2013
PROFESSORA MARCIVANIA,0,0,0,0,0,PCdoB,2013
EDUARDO BISMARCK,0,0,0,0,0,PDT,2013
SCHIAVINATO,0,0,0,0,0,PP,2013
GASTÃO VIEIRA,0,0,0,0,0,PROS,2013
ASSIS CARVALHO,0,0,0,0,0,PT,2013
ENRICO MISASI,0,0,0,0,0,PV,2013
EDUARDO BRAIDE,0,0,0,0,0,PMN,2013
FRED COSTA,0,0,0,0,0,PATRIOTA,2013
FLÁVIA MORAIS,0,0,8,4,12,PDT,2013
FÁBIO RAMALHO,0,0,0,0,0,MDB,2013
TED CONTI,0,0,0,0,0,PSB,2013
ELCIONE BARBALHO,0,0,0,0,0,MDB,2013
JÚNIOR BOZZELLA,0,0,0,0,0,PSL,2013
MARCELO ARO,0,0,0,0,0,PP,2013
SANDERSON,0,0,0,0,0,PSL,2013
EDUARDO BOLSONARO,0,0,0,0,0,PSL,2013
LEDA SADALA,0,0,0,0,0,AVANTE,2013
MAJOR FABIANA,0,0,0,0,0,PSL,2013
LUIZ ANTÔNIO CORRÊA,0,0,0,0,0,S.PART.,2013
SORAYA SANTOS,0,0,0,0,0,PL,2013
AÉCIO NEVES,0,0,0,0,0,PSDB,2013
JOÃO ROMA,0,0,0,0,0,PRB,2013
PEDRO CUNHA LIMA,0,0,0,0,0,PSDB,2013
ALENCAR SANTANA BRAGA,0,0,0,0,0,PT,2013
MARIANA CARVALHO,0,0,0,0,0,PSDB,2013
JULIO CESAR RIBEIRO,0,0,0,0,0,PRB,2013
EDUARDO DA FONTE,0,0,0,2,2,PP,2013
BIA CAVASSA,0,0,0,0,0,PSDB,2013
DR. FREDERICO,0,0,0,0,0,PATRIOTA,2013
CARLOS GOMES,0,0,0,0,0,PRB,2013
AUREO RIBEIRO,0,0,0,0,0,SOLIDARIEDADE,2013
ÁUREA CAROLINA,0,0,0,0,0,PSOL,2013
ANDRÉ FUFUCA,0,0,0,0,0,PP,2013
RENILDO CALHEIROS,0,0,0,0,0,PCdoB,2013
DANILO CABRAL,0,0,0,0,0,PSB,2013
PROFESSORA DORINHA SEABRA REZENDE,0,0,3,1,4,DEM,2013
ARTHUR LIRA,1,0,0,0,1,PP,2013
BOSCO COSTA,0,0,0,0,0,PL,2013
DELEGADO ANTÔNIO FURTADO,0,0,0,0,0,PSL,2013
FÁBIO TRAD,0,0,0,0,0,PSD,2013
JOENIA WAPICHANA,0,0,0,0,0,REDE,2013
DR. ZACHARIAS CALIL,0,0,0,0,0,DEM,2013
EDUARDO BARBOSA,0,0,1,1,2,PSDB,2013
DIEGO ANDRADE,0,0,4,2,6,PSD,2013
DRA. SORAYA MANATO,0,0,0,0,0,PSL,2013
BRUNA FURLAN,1,0,2,0,3,PSDB,2013
DAVID MIRANDA,0,0,0,0,0,PSOL,2013
OTTO ALENCAR FILHO,0,0,0,0,0,PSD,2013
ZÉ NETO,0,0,0,0,0,PT,2013
PAULO MAGALHÃES,0,0,1,1,2,PSD,2013
JORGE BRAZ,0,0,0,0,0,PRB,2013
MIGUEL LOMBARDI,0,0,0,0,0,PL,2013
HEITOR SCHUCH,0,0,0,0,0,PSB,2013
TÚLIO GADÊLHA,0,0,0,0,0,PDT,2013
SIDNEY LEITE,0,0,0,0,0,PSD,2013
CÉLIO STUDART,0,0,0,0,0,PV,2013
BIRA DO PINDARÉ,0,0,0,0,0,PSB,2013
ANDRÉ JANONES,0,0,0,0,0,AVANTE,2013
CELINA LEÃO,0,0,0,0,0,PP,2013
ISNALDO BULHÕES JR.,0,0,0,0,0,MDB,2013
ENÉIAS REIS,0,0,0,0,0,PSL,2013
NORMA AYUB,0,0,0,0,0,DEM,2013
FELIPE RIGONI,0,0,0,0,0,PSB,2013
PASTOR SARGENTO ISIDÓRIO,0,0,0,0,0,AVANTE,2013
BENES LEOCÁDIO,0,0,0,0,0,PRB,2013
LIZIANE BAYER,0,0,0,0,0,PSB,2013
STEFANO AGUIAR,1,0,0,0,1,PSD,2013
MARCELO CALERO,0,0,0,0,0,CIDADANIA,2013
LAURIETE,1,0,0,0,1,PL,2013
GERVÁSIO MAIA,0,0,0,0,0,PSB,2013
RODRIGO COELHO,0,0,0,0,0,PSB,2013
CHIQUINHO BRAZÃO,0,0,0,0,0,AVANTE,2013
LUIZ LIMA,0,0,0,0,0,PSL,2013
ROSANA VALLE,0,0,0,0,0,PSB,2013
ALEXANDRE FROTA,0,0,0,0,0,PSL,2013
ARLINDO CHINAGLIA,0,0,0,0,0,PT,2013
JÚNIOR FERRARI,0,0,0,0,0,PSD,2013
MARCELO MORAES,0,0,0,0,0,PTB,2013
LUIZ FLÁVIO GOMES,0,0,0,0,0,PSB,2013
MAJOR VITOR HUGO,0,0,0,0,0,PSL,2013
EMIDINHO MADEIRA,0,0,0,0,0,PSB,2013
LOURIVAL GOMES,0,0,0,0,0,PSL,2013
DR. LEONARDO,0,0,0,0,0,SOLIDARIEDADE,2013
PAULO RAMOS,0,0,0,0,0,PDT,2013
ADOLFO VIANA,0,0,0,0,0,PSDB,2013
LUCIANO BIVAR,0,0,0,0,0,PSL,2013
BIBO NUNES,0,0,0,0,0,PSL,2013
HÉLIO COSTA,0,0,0,0,0,PRB,2013
EMANUEL PINHEIRO NETO,0,0,0,0,0,PTB,2013
PASTOR GILDENEMYR,0,0,0,0,0,PL,2013
GIOVANI FELTES,0,0,0,0,0,MDB,2013
LUCAS REDECKER,0,0,0,0,0,PSDB,2013
GENERAL GIRÃO,0,0,0,0,0,PSL,2013
LUCAS GONZALEZ,0,0,0,0,0,NOVO,2013
ALCIDES RODRIGUES,0,0,0,0,0,PATRIOTA,2013
RICARDO GUIDI,0,0,0,0,0,PSD,2013
ANDRÉ FERREIRA,0,0,0,0,0,PSC,2013
SARGENTO FAHUR,0,0,0,0,0,PSD,2013
PEDRO LUPION,0,0,0,0,0,DEM,2013
SERGIO TOLEDO,0,0,0,0,0,PL,2013
MARCO BERTAIOLLI,0,0,0,0,0,PSD,2013
JOSÉ MEDEIROS,0,0,0,0,0,PODE,2013
LÉO MOTTA,0,0,0,0,0,PSL,2013
GILBERTO ABRAMO,0,0,0,0,0,PRB,2013
ELI BORGES,0,0,0,0,0,SOLIDARIEDADE,2013
JUNIOR LOURENÇO,0,0,0,0,0,PL,2013
FRANCO CARTAFINA,0,0,0,0,0,PP,2013
HELIO LOPES,0,0,0,0,0,PSL,2013
MAURO NAZIF,0,0,0,0,0,PSB,2013
LUIZ CARLOS MOTTA,0,0,0,0,0,PL,2013
POLICIAL KATIA SASTRE,0,0,0,0,0,PL,2013
WELITON PRADO,0,0,0,0,0,PROS,2013
JOSE MARIO SCHREINER,0,0,0,0,0,DEM,2013
AMARO NETO,0,0,0,0,0,PRB,2013
MAURO BENEVIDES FILHO,0,0,0,0,0,PDT,2013
LUIS TIBÉ,0,0,0,0,0,AVANTE,2013
NEWTON CARDOSO JR,0,0,0,0,0,MDB,2013
IGOR KANNÁRIO,0,0,0,0,0,PHS,2013
ALEXIS FONTEYNE,0,0,0,0,0,NOVO,2013
GENERAL PETERNELLI,0,0,0,0,0,PSL,2013
VILSON DA FETAEMG,0,0,0,0,0,PSB,2013
LÉO MORAES,0,0,0,0,0,PODE,2013
CORONEL TADEU,0,0,0,0,0,PSL,2013
FELÍCIO LATERÇA,0,0,0,0,0,PSL,2013
TIRIRICA,0,0,0,2,2,PL,2013
MERLONG SOLANO,0,0,0,0,0,PT,2013
KIM KATAGUIRI,0,0,0,0,0,DEM,2013
CHRIS TONIETTO,0,0,0,0,0,PSL,2013
BIA KICIS,0,0,0,0,0,PSL,2013
JOICE HASSELMANN,0,0,0,0,0,PSL,2013
CORONEL ARMANDO,0,0,0,0,0,PSL,2013
HERMES PARCIANELLO,0,0,0,0,0,MDB,2013
GUIGA PEIXOTO,0,0,0,0,0,PSL,2013
MARCIO ALVINO,0,0,0,0,0,PL,2013
LUIZ PHILIPPE DE ORLEANS E BRAGANÇA,0,0,0,0,0,PSL,2013
RODRIGO MAIA,0,0,3,2,5,DEM,2013
GUSTAVO FRUET,0,0,0,0,0,PDT,2013
SÉRGIO BRITO,0,0,4,0,4,PSD,2013
DELEGADO WALDIR,0,0,0,0,0,PSL,2013
DR. LUIZ OVANDO,0,0,0,0,0,PSL,2013
CARLOS BEZERRA,1,0,9,12,22,MDB,2013
GREYCE ELIAS,0,0,0,0,0,AVANTE,2013
RODRIGO AGOSTINHO,0,0,0,0,0,PSB,2013
CAROLINE DE TONI,0,0,0,0,0,PSL,2013
ABOU ANNI,0,0,0,0,0,PSL,2013
JOSIAS GOMES,0,0,1,0,1,PT,2013
PROFESSOR ISRAEL BATISTA,0,0,0,0,0,PV,2013
FELIPE CARRERAS,0,0,0,0,0,PSB,2013
DANIEL TRZECIAK,0,0,0,0,0,PSDB,2013
CAPITÃO FÁBIO ABREU,0,0,0,0,0,PL,2013
RUBENS PEREIRA JÚNIOR,0,0,0,0,0,PCdoB,2013
ANÍBAL GOMES,0,0,0,0,0,DEM,2013
CABO JUNIO AMARAL,0,0,0,0,0,,2013
NELSON BARBUDO,0,0,0,0,0,PSL,2013
ELIAS VAZ,0,0,0,0,0,PSB,2013
ADRIANA VENTURA,0,0,0,0,0,NOVO,2013
PAULO GANIME,0,0,0,0,0,NOVO,2013
GILSON MARQUES,0,0,0,0,0,NOVO,2013
FLÁVIA ARRUDA,0,0,0,0,0,PL,2013
VINICIUS POIT,0,0,0,0,0,NOVO,2013
LUIS MIRANDA,0,0,0,0,0,DEM,2013
MARCEL VAN HATTEM,0,0,0,0,0,NOVO,2013
JOSÉ NELTO,0,0,0,0,0,PODE,2013
COVATTI FILHO,0,0,0,0,0,PP,2013
PAES LANDIM,1,0,0,0,1,PTB,2013
PAULO EDUARDO MARTINS,0,0,0,0,0,PSC,2013
TIAGO MITRAUD,0,0,0,0,0,NOVO,2013
SIMPLÍCIO ARAÚJO,0,0,0,0,0,SOLIDARIEDADE,2013
SANDRO ALEX,0,0,3,1,4,PSD,2013
